question,answer,category,적용대상,출처
공부 시작 인증은 어떻게 해야 하나요?,아침에 책상 앞에 앉은 인증샷을 보내주시면 됩니다.,커리큘럼,공통,line813
교재 순서는 어떻게 잡아야 하나요?,화이트 → 블랙 → 고완풀 순으로 진행하세요.,학습자료,이과,line814
BGM 교재는 언제 시작하나요?,다변수와 함께 바로 병행해서 시작하세요.,학습자료,이과,line815
영어 단어장은 어떤 걸 쓰나요?,보카바이블 A권부터 시작하시고 이후 필요 시 B권으로 넘어가세요.,학습자료,공통,line816
추가 문제집은 어떻게 활용해야 하나요?,강의 교재 외에 기출문제집을 병행해주시면 좋습니다.,학습자료,공통,line817
노트 필기는 어떤 형식으로 정리해야 하나요?,"굿노트나 노트에 정리해두고, 완료·미완을 표시해서 관리하세요.",학습자료,공통,line818
김영편입 강좌는 개별 결제해야 하나요?,김영패스라는 패스권을 구매하시면 모든 강좌를 수강하실 수 있습니다.,커리큘럼,공통,line819
영어 단어는 하루 몇 개 외워야 하나요?,"늦게 시작하신 경우 하루 500개 이상을 목표로 하시고, 누적 복습을 통해 완벽도를 90%까지 끌어올려 주세요.",학습법,공통,line820
단어 암기 시간이 너무 오래 걸리는데 어떻게 조절해야 하나요?,"신규 단어는 가볍게 암기하고 복습 위주로 진행하시면서, 다른 영역(논리·문법)도 진도를 나가시는 게 좋습니다.",학습법,공통,line821
문법 교재는 어떻게 복습해야 하나요?,"101·201·301 단원을 하루에 같은 범위로 묶어서 복습하시고, 틀린 개념은 개념 노트에 추가해 단권화 해주세요.",영어,공통,line822
모의고사는 꼭 봐야 하나요?,의무는 아니지만 권장드립니다. 절대 지표는 아니지만 부족한 파트를 확인하고 보완하는 데 큰 도움이 됩니다.,시험준비,공통,line823
알바 병행 시 공부 계획은 어떻게 세워야 하나요?,"알바 있는 날엔 어휘와 누적복습은 반드시 끝내시고, 문법은 마지막에 배치하세요. 알바 없는 날엔 최소 10~12시간 공부를 목표로 하시면 좋습니다.",FAQ,공통,line824
통학 시간이 길 때 어떻게 활용해야 하나요?,통학 시간에는 단어 암기를 집중적으로 하셔서 학습 시간을 절약하시길 권장합니다.,학습법,공통,line825
자기소개서 첨삭은 언제 받는 게 좋을까요?,"9월부터 첨삭 프로그램이 열리니, 바로 초안을 작성해 제출하시면 빠르게 피드백 받으실 수 있습니다.",입시정보,공통,line826
수학과 영어를 동시에 해야 하나요?,가능하면 병행하시되 시간이 부족하면 수학을 우선으로 두고 영어는 병행 가능한 만큼 진행하세요.,FAQ,이과,line827
토익 준비와 편입 공부를 함께 해도 될까요?,"토익 자체 피드백은 어렵지만, 편입 공부 위주로 두시고 토익은 보조적으로 시간을 배분하시면 됩니다.",FAQ,공통,line828
강사는 어떻게 선택해야 하나요?,"수학은 장황수학T, 영어는 정병권T·김신근T 중에서 선택해주시면 됩니다.",커리큘럼,공통,line829
공부한 내용을 선생님께 어떻게 공유하나요?,"하루 공부 종료 후 총 공부 시간·체크표시가 있는 플래너, 내일 플래너, 열품타 타임라인 사진을 보내주시면 됩니다.",FAQ,공통,line830
공부 시간은 어떻게 관리해야 하나요?,열정품은타이머 앱을 활용해 영어 단어·인강·문풀 3파트로 나눠 시간을 측정하시면 효과적입니다.,FAQ,문과,line831
합격 플래너는 어떻게 사용하나요?,"하이퍼링크가 포함된 2026 편입 합격 플래너를 참고하시고, 매일 플래너 제출 시 해당 양식을 쓰셔도 좋고 자유 양식을 사용해도 괜찮습니다.",학습법,공통,line832
가이드북은 어디서 확인할 수 있나요?,"링크를 통해 제공되며, 관리 방식과 합격 전략을 참고하시면 됩니다.",입시정보,공통,line833
편입 공부 시작은 어떤 과목부터 해야 하나요?,"수학과 영어를 병행하되, 기초가 부족하다면 수학을 우선적으로 학습하시고 영어는 꾸준히 병행하시면 됩니다.",FAQ,이과,line834
강좌는 어떻게 선택하면 되나요?,"김영편입 메인 페이지에서 수학은 장황수학T, 영어는 정병권T·김신근T 중에서 선택하시면 됩니다.",커리큘럼,공통,line835
공부한 내용을 선생님께 어떻게 공유하나요?,"공부 종료 후 총 공부 시간과 체크된 플래너, 내일 플래너, 열품타 타임라인 사진을 보내주시면 피드백 드립니다.",FAQ,공통,line836
교재 없이 인강을 들어도 되나요?,"교재가 오기 전까지는 어휘 학습을 우선하시고, OT 강의만 미리 들어두시는 것이 좋습니다.",학습자료,공통,line837
인강은 하루에 몇 강씩 듣는 게 적당한가요?,"편입영어 프로파일러 Lv.1 강좌를 하루 4강씩 순서대로 수강하시고, 남는 시간에는 어휘를 학습해주시면 됩니다. 강의 전에는 전날 들은 내용을 간단히 복습하세요.",커리큘럼,공통,line838
"문법, 독해, 논리 순서로 들으면 문법을 하나 더 듣게 되는 건가요?",네 맞습니다. 정해진 순서대로 진행하시면 됩니다.,커리큘럼,공통,line839
어휘는 어떤 방식으로 암기해야 하나요?,"표제어 위주로 매일 암기하시고, 전날 학습한 내용을 누적 복습하는 방식으로 진행하시면 효과적입니다.",학습법,공통,line840
학교 과제 때문에 공부가 힘든데 어떻게 해야 하나요?,학교 일정이 있을 때는 공부량을 줄이더라도 최소한 어휘 암기만은 이어가시길 권장드립니다.,FAQ,공통,line841
공부 시작 시간을 어떻게 관리해야 하나요?,"매일 정해진 시작 시간을 정하고, 그 시간에 맞춰 자리에서 플래너와 인증샷을 보내 습관을 유지하시면 좋습니다.",FAQ,공통,line842
공부량이 부족하다고 느껴질 때는 어떻게 해야 하나요?,"다른 학생들의 평균량을 참고해 최소 2/3 이상은 따라가도록 하고, 쉬는 시간을 짧게 가져 타이트하게 공부하시길 권장드립니다.",FAQ,공통,line843
재등록일을 놓쳤을 때는 어떻게 해야 하나요?,"재등록은 담당 선생님과 조율 가능하며, 다시 시작할 시점을 정확히 말씀해주시면 됩니다.",FAQ,공통,line844
편입 영어 단어가 잘 안 외워지는데 어떻게 해야 하나요?,"첫 회독은 50% 암기 목표로 하고, 101→301→201 순으로 반복하세요. 회독할수록 익숙해지니 걱정하지 마시고 꾸준히 반복하시면 됩니다.",영어,공통,line845
영어 문법 강의를 어느 정도 듣고 논리 수업을 시작하면 좋을까요?,"문법 101, 201, 301을 먼저 완강한 뒤 논리 101을 시작하시면 좋습니다. 문법을 3주 안에 끝내는 걸 목표로 하세요.",영어,공통,line846
수학 미분 강의가 어려운데 특히 삼각함수 덧셈정리에서 막힐 때는 어떻게 해야 하나요?,생소한 개념은 반복 학습이 필요합니다. 빈 노트에 다시 정리하고 매일 복습을 통해 체화시키면 충분히 극복할 수 있습니다.,수학,이과,line847
수학 강의는 하루에 몇 강씩 듣는 게 좋을까요?,복습을 포함해 하루 2~3강을 듣는 걸 권장합니다. 진도를 나가면서 복습도 병행해야 합니다.,수학,이과,line848
영단어 학습은 회독과 복습 중 어떤 것이 더 중요할까요?,복습에 치중하기보다 책을 여러 번 빠르게 회독하는 것이 효과적입니다. 진도를 계속 나가면서 반복 회독하세요.,영어,공통,line849
공부 루틴은 어떻게 짜는 게 좋을까요?,1시간~1시간30분 공부 후 20~30분 휴식을 반복하는 패턴을 만들어 보세요. 본인에게 맞는 루틴을 꾸준히 유지하는 게 가장 중요합니다.,학습법,공통,line850
토익이나 모의고사 같은 외부 시험은 어떤 의미가 있나요?,현재 위치를 파악하고 공부 방향을 잡는 데 도움이 됩니다. 동기부여 효과도 있으니 꼭 응시해보세요.,시험준비,공통,line851
공부 시간을 효율적으로 늘리려면 어떻게 해야 할까요?,아침 시간을 적극적으로 활용하는 것이 중요합니다. 오전 2시간을 확보해 학습 루틴을 잡으시면 효율이 올라갑니다.,학습법,공통,line852
단어 외울 때 어떤 순서로 진행해야 할까요?,"정병권T 단어장은 101→301→201 순으로 암기하세요. 첫 회독은 50% 암기 목표로 잡고 점차 70%, 80%로 늘리시면 됩니다.",영어,공통,line853
수학 진도를 어느 시점에 선형대수까지 나가야 하나요?,"미분과 적분을 5월 중순까지 마무리하고, 그 이후 선형대수로 진입하는 것이 이상적입니다.",수학,이과,line854
편입 영어 단어가 잘 안 외워지는데 어떻게 해야 하나요?,"첫 회독은 50% 암기 목표로 하고, 101→301→201 순으로 반복하세요.",영어,공통,line855
영어 문법 강의를 어느 정도 듣고 논리 수업을 시작하면 좋을까요?,"문법 101, 201, 301을 먼저 완강한 뒤 논리 101을 시작하세요.",영어,공통,line856
영단어 학습은 회독과 복습 중 어떤 것이 더 중요할까요?,복습보다 회독을 빠르게 여러 번 하는 것이 효과적입니다.,영어,공통,line857
단어 외울 때 어떤 순서로 진행해야 할까요?,정병권T 단어장은 101→301→201 순으로 암기하세요.,영어,공통,line858
논리 공부가 너무 어렵습니다. 어떻게 접근해야 할까요?,문법 기초가 잡힌 후 논리에 들어가면 훨씬 수월합니다.,영어,공통,line859
독해가 잘 안 되는데 어떻게 해야 하나요?,"단문 위주로 빠르게 읽고, 점차 긴 지문으로 확장하세요.",영어,공통,line860
어휘가 부족해 독해에 막힙니다.,단어장을 꾸준히 반복하며 독해 연습 병행하세요.,영어,공통,line861
영어 논리 문제풀이 속도가 느립니다.,풀이 후 반드시 해설 강의를 들어 논리 구조를 이해하세요.,영어,공통,line862
문법 문제풀이를 잘 못합니다.,문법은 단순 암기보다 예문을 반복해서 보는 게 효과적입니다.,영어,공통,line863
문법 학습 순서는 어떻게 해야 하나요?,"101→201→301 순서로 듣고, 복습은 매일 20분씩 하세요.",영어,공통,line864
수학 미분 강의가 어려운데 특히 삼각함수 덧셈정리에서 막힐 때는 어떻게 해야 하나요?,빈 노트에 다시 정리하고 매일 복습하세요.,수학,이과,line865
수학 강의는 하루에 몇 강씩 듣는 게 좋을까요?,복습 포함 하루 2~3강 권장합니다.,수학,이과,line866
수학 진도를 어느 시점에 선형대수까지 나가야 하나요?,미적분을 5월 중순까지 끝내고 선형대수로 가세요.,수학,이과,line867
적분이 너무 어렵습니다.,유형별로 정리해 반복하세요. 공식 암기보다는 응용 연습이 중요합니다.,수학,이과,line868
선형대수를 처음 시작할 때 유의할 점은?,행렬 연산에 충분히 익숙해져야 다음 단원이 수월합니다.,수학,이과,line869
수학 진도와 복습 중 어떤 게 더 중요한가요?,진도와 복습을 7:3 비율로 병행하세요.,수학,이과,line870
수학 모의고사는 언제부터 보는 게 좋을까요?,기본기를 다진 후 6월부터 보는 게 이상적입니다.,수학,이과,line871
확률과 통계는 언제 시작하면 좋을까요?,미적분 이후 여름방학부터 시작하는 걸 권장합니다.,수학,이과,line872
수학 문제풀이 속도가 너무 느려요.,풀이 시간을 정해두고 훈련하세요. 스톱워치를 활용해 보세요.,수학,이과,line873
수학 개념 강의는 몇 회독해야 하나요?,최소 3회독 이상을 목표로 하세요.,수학,이과,line874
공부 루틴은 어떻게 짜는 게 좋을까요?,1시간~1시간30분 공부 후 20~30분 휴식 패턴 권장.,학습법,공통,line875
공부 시간을 효율적으로 늘리려면 어떻게 해야 할까요?,아침 시간을 적극 활용해 오전 2시간 확보하세요.,학습법,공통,line876
집중력이 오래 가지 않아요.,25분 집중 + 5분 휴식의 뽀모도로 기법을 활용하세요.,학습법,공통,line877
계획을 세워도 잘 지키지 못합니다.,"작은 단위 계획을 세우고, 성취감을 쌓아 올리세요.",학습법,공통,line878
스터디를 하는 게 좋을까요?,혼자보다는 동기부여 측면에서 스터디가 효과적입니다.,학습법,공통,line879
하루 공부 시간은 몇 시간이 적당한가요?,"처음에는 6~8시간, 점차 10시간 이상으로 늘려가세요.",학습법,공통,line880
"밤에 공부하는 게 좋은가요, 아침이 좋은가요?",아침이 집중력이 높습니다. 밤공부는 최소화하세요.,학습법,공통,line881
효율적인 복습법은 무엇인가요?,"당일 복습, 3일 뒤 복습, 1주 뒤 복습의 3단계 복습법을 추천합니다.",학습법,공통,line882
집중력이 떨어질 때 어떻게 해야 하나요?,짧은 산책이나 가벼운 스트레칭으로 리프레시 하세요.,학습법,공통,line883
장기간 공부할 때 슬럼프 극복법은?,"목표를 다시 상기하고, 짧게라도 매일 책상에 앉는 습관을 유지하세요.",학습법,공통,line884
토익이나 모의고사 같은 외부 시험은 어떤 의미가 있나요?,현재 위치 파악 및 동기부여 효과가 있습니다.,시험준비,공통,line885
모의고사는 몇 회 정도 보는 게 적당한가요?,월 2회 정도 꾸준히 보는 게 좋습니다.,시험준비,공통,line886
실전 감각은 어떻게 키우나요?,실제 시험 시간에 맞춰 모의고사를 풀어보세요.,시험준비,공통,line887
시험 직전에는 어떻게 준비해야 하나요?,새로운 내용보다 지금까지 정리한 노트를 복습하세요.,시험준비,공통,line888
모의고사 점수가 안 오를 때는 어떻게 해야 하나요?,오답 노트를 꼼꼼히 분석하세요.,시험준비,공통,line889
시간 부족으로 문제를 다 못 풉니다.,먼저 풀 수 있는 문제부터 푸는 전략을 세우세요.,시험준비,공통,line890
시험 불안감을 줄이는 방법은?,호흡법과 루틴을 통해 긴장을 완화하세요.,시험준비,공통,line891
실전에서 실수를 많이 합니다.,실전 모의 훈련을 충분히 해서 익숙해지세요.,시험준비,공통,line892
과목별 시험 전략은 어떻게 세워야 하나요?,"강점 과목은 안정적으로, 약점 과목은 시간 배분에 주의하세요.",시험준비,공통,line893
시험 당일 컨디션 조절법은?,"전날에는 충분히 자고, 아침은 가볍게 드세요.",시험준비,공통,line894
영어 단어를 얼마나 외워야 하나요?,"이과는 영단어에 과도한 시간투자보다는 보카바이블 표제어 1~2회독을 기본으로 하되, 파생어·동의어는 상황에 따라 추가하면 됩니다. 표제어를 먼저 완벽히 외우는 것이 중요합니다.",영어,이과,line895
"보카바이블, 정병권 단어장, 단어 암기 프로그램 등 중에 어떤 걸 우선으로 해야 하나요?","보카바이블 표제어를 우선 외우고, 이후 파생어·동의어, 다른 단어장으로 넘어가면 됩니다. 이미 외운 단어장은 반복 회독하고, 단어 암기 프로그램은 암기력 점검 용도로 병행하면 좋습니다.",영어,이과,line896
영어 공부 시간 배분은 어떻게 해야 하나요?,"이과는 수학에 더 집중해야 하므로, 평소 수학:영어=6:4, 상황에 따라 7:3까지 수학 비중을 높여도 괜찮습니다. 영어는 단어+문법+독해 위주로, 단어만이라도 매일 꼭 챙기세요.",학습법,이과,line897
"영어 문법은 정병권T 101, 201, 301을 모두 들어야 하나요?","101로 문법 개념을 한 번 정리한 후, 201·301은 문제풀이 위주로 접근하고, 전체 회독보다는 시험 전까지 필요 부분만 챙겨도 충분합니다.",영어,이과,line898
영어 문법 강의가 어렵게 느껴지는데 어떻게 공부해야 하나요?,"문법의 바다는 넓으니 101~301로 80% 정도만 커버한다고 생각하고, 문제를 풀면서 예시나 기출로 보충해가면 됩니다. 너무 완벽을 추구하지 말고 독해·논리에 더 시간 투자하는 것이 좋습니다.",영어,이과,line899
"영어 인강(독해, 논리, 문법 등)에서 문법은 꼭 다 들어야 하나요?","편입 영어는 문법 문제 비중이 적어, 독해·논리 위주로 듣고, 문법은 후반기나 C과정부터 챙겨도 됩니다. A, B 과정에서는 독해와 논리에 집중하세요.",영어,이과,line900
수학 복습이 진도 나가는 것보다 중요한가요?,"복습이 중요하지만, 진도만 계속 미루면 나중에 시간이 부족해집니다. 진도 나가면서 복습은 데일리, 위클리 테스트나 문제집으로 병행하는 것이 좋습니다.",수학,공통,line901
"미분, 적분, 선형대수 등에서 진도를 빠르게 빼는 게 중요한가요?","초반에는 진도보다 개념·복습에 충실해야 하고, 중반부터는 복습을 병행하며 진도도 적정 속도로 빼야 합니다. 진도만 신경 쓰다가 복습을 놓치면 실력이 쌓이지 않습니다.",수학,이과,line902
"선형대수, 다변수미적분은 언제부터 시작해야 하나요?","선형대수는 4월 말~5월 초 진입, 다변수미적분은 5월 중순 이후 개강 시기에 맞추는 것이 좋습니다. 진도 따라가며 복습도 병행하세요.",수학,이과,line903
"선형대수 후반(선형사상, 고유치 등)이 너무 어렵게 느껴집니다.","해당 파트는 개념이 헷갈릴 수 있으니 여러 강사의 풀이, 노트정리, 반복 복습, 오답정리를 병행해야 합니다. 너무 조급해하지 말고, 현강·문제풀이·누적 복습으로 천천히 이해를 쌓으세요.",수학,이과,line904
모의고사는 어떻게 활용해야 하나요?,"현재 위치 파악, 문제 유형 분석용으로 활용하세요. 수학은 오답 노트, 해설 강의, 영어는 틀린 단어·선지·이유까지 분석해보는 게 중요합니다.",시험준비,공통,line905
"공부 슬럼프, 번아웃이 오면 어떻게 대처해야 하나요?",무리하지 말고 하루 이틀 푹 쉬어도 괜찮습니다. 휴식 후 최소한의 공부만 챙기다가 컨디션 회복되면 다시 정상 페이스로 돌아오세요.,학습법,공통,line906
플래너·공부계획은 어떻게 짜야 하나요?,"과목별 진도, 복습, 단어, 인강 등 구체적으로 분량을 적고, 실행 후 피드백하며 유동적으로 조절하는 것이 좋습니다.",학습법,공통,line907
단어 암기나 영어 진도가 뒤쳐지면 어떻게 해야 하나요?,"단어는 매일 꼭 챙기고, 진도는 현 상황에 맞춰 무리하지 않고 유동적으로 배분하세요. 필요하면 영어 시간만 따로 확보해 따라잡을 수 있습니다.",영어,이과,line908
수학과 영어 강사님은 어떻게 선택해야 하나요?,"OT와 맛보기 강의를 들어보고, 본인에게 맞는 스타일의 강사님을 선택하는 것이 중요합니다. 수학은 암기/공간지각력/개념파 등 스타일이 다르고, 영어는 독해·문법이 약한지 등 본인 약점에 따라 결정하세요.",커리큘럼,공통,line909
편입 영어 단어 암기는 어떻게 하면 좋나요?,"편입영어 단어는 어렵고 생소한 단어가 많으니 첫 회독은 50% 암기 목표로, 이후 50-70-80%로 점진적으로 늘리며 반복 학습하는 것이 효과적입니다.",영어,공통,line910
영어 단어를 퀴즐렛 등 어플로 외워도 괜찮나요?,퀴즐렛 등 단어 암기 어플을 적극 활용하면 이동시간 등 자투리 시간에도 단어를 효율적으로 암기할 수 있습니다.,영어,공통,line911
"영어 공부에서 단어와 문법, 독해 비중은 어떻게 잡아야 하나요?","문과는 영어가 더욱 중요하므로, 단어 암기와 문법, 독해 인강을 꾸준히 병행해야 합니다. 특히 문법은 기본서를 3주 내에 완강하고, 단어는 50% 이상 암기, 독해·논리도 꾸준히 챙겨주세요.",영어,문과,line912
영어 강의를 듣다가 너무 어렵거나 스타일이 안 맞으면 강사님을 바꿔도 되나요?,"본인에게 맞는 강사로 변경해도 괜찮습니다. 예를 들어, 정병권 강의가 어렵게 느껴지면 김신근T의 노베이스 강의부터 듣는 것이 추천됩니다.",영어,공통,line913
문법 강의를 들으려는데 어디서부터 들어야 하나요?,"노베이스(기초) 강의부터 듣고, 레벨1부터 차근차근 진행하는 것이 효율적입니다. 교재가 도착하기 전까지는 단어 암기, 교재가 오면 인강을 병행하세요.",영어,공통,line914
"보카바이블과 김신근 단어장, 둘 다 봐야 하나요?","김신근 단어장(레벨1)을 주력으로 암기하고, 보카바이블은 데일리테스트나 복습용으로만 활용해도 충분합니다. 두 단어장에 겹치는 단어가 많으니 둘 다 반복할 필요는 없습니다.",영어,문과,line915
공부 루틴이 잘 안 잡히고 공부 시간이 부족해요. 어떻게 해야 하나요?,"공부 루틴과 기상 루틴부터 만들고, 1시간~1시간 30분 집중공부 후 20~30분 휴식하는 패턴으로 꾸준히 반복하세요.",학습법,공통,line916
수학과 영어 진도는 어떻게 배분해야 하나요?,"문과는 영어 중심으로, 수학 진도는 복습과 진도를 병행하되 영어 시간이 줄지 않도록 관리하세요.",학습법,문과,line917
건강·알바 등 일정 때문에 공부를 자주 못 할 때 최소한으로 챙길 것은?,"컨디션이 안 좋거나 시간이 부족할 때도 영어 단어 암기, 영어 인강, 수학 진도 최소한으로라도 꼭 챙기세요.",학습법,공통,line918
모의고사나 데일리테스트는 어떻게 활용해야 하나요?,"모의고사는 현재 위치 파악, 오답노트 및 해설 강의와 병행, 데일리테스트는 단어 복습과 실력 점검용으로 활용하면 좋습니다.",시험준비,공통,line919
"진로(경영학과, 문과로 변경 등)에 고민이 있을 때 어떻게 해야 하나요?","자신의 진로에 대해 고민이 생기면 담당 선생님과 상담 후 결정하는 것이 좋으며, 결정 후에는 필요한 커리큘럼(영어 집중 등)에 맞게 학습 방향을 빠르게 전환하는 것이 중요합니다.",커리큘럼,문과,line920
"대표적인 영어 강사(정병권, 김신근)의 특징과 선택 기준이 궁금해요.","정병권T는 구문해석/독해가 어려운 노베이스 학생에게, 김신근T는 스킬 중심 및 기출해설이 강점이므로 본인 스타일에 맞춰 OT 후 결정하면 됩니다.",커리큘럼,공통,line921
"강의/교재 수강 신청을 실수로 잘못 신청했는데, 다시 신청할 수 있나요?","네, 각 강의는 50일 단위로 다시 신청해서 들을 수 있으니 크게 걱정하지 않아도 됩니다.",커리큘럼,공통,line922
영어 단어 암기를 잘 못하는데 반복 회독 외에 방법이 있나요?,"단어는 누구나 반복해서 까먹고 다시 외우는 과정을 겪으니, 첫 회독은 50% 암기만 해도 충분합니다. 완벽을 추구하지 말고 무한 반복하세요.",영어,공통,line923
편입 영어 단어장은 어떤 순서로 외우면 좋나요?,"김신근T 노베/프로파일러/보카바이블 등은 표제어 위주로 반복 회독하고, 추가로 파생어는 시간 여유 있을 때 챙겨도 됩니다.",영어,문과,line924
편입 단어장은 퀴즐렛 등 어플로 외워도 효과가 있을까요?,퀴즐렛 등 어플을 활용하면 이동/틈새시간에도 효율적으로 단어 암기가 가능하니 적극 활용하세요.,영어,공통,line925
인강 진도와 복습 비율은 어떻게 잡으면 좋은가요?,"인강 진도는 최소 하루 2~3강, 평일엔 파트별 1강, 주말엔 2강+복습처럼 배분하세요. 복습도 반드시 병행하세요.",학습법,문과,line926
일·알바와 병행하는데 최소 챙겨야 할 공부는 뭔가요?,"바쁜 날에도 꼭 영어 단어/인강 진도/데일리테스트 등 최소한의 공부는 챙겨야 하며, 쉬는 날은 진도와 복습을 늘리세요.",학습법,공통,line927
공부 슬럼프·번아웃일 때 대처법이 궁금해요.,"하루 2시간씩 짧게 시작해 성취감을 쌓고, 루틴을 만들어 점차 공부 시간을 늘리세요. 일주일에 1~2일은 과감히 쉬어도 됩니다.",학습법,공통,line928
모의고사는 꼭 응시해야 하나요?,"네, 김영 모의고사 등은 자신의 위치를 파악하고 오답 체크·실전 감각을 기르기 위해 반드시 응시해야 합니다.",시험준비,공통,line929
모의고사 점수가 낮으면 어떻게 대처해야 하나요?,"상위권 모의고사는 난이도가 높아 점수에 집착하지 말고 오답노트, 단어/문제유형 정리 등 실전 훈련에 집중하세요.",시험준비,공통,line930
문법/독해/논리에서 자신없는 파트는 어떻게 공부해야 하나요?,"자신 없는 파트는 인강과 문제풀이를 반복하며 개념 누적, 오답 정리, 추가 복습에 집중하세요.",영어,문과,line931
"영어 문제풀이 순서/방법이 고민일 때, 문제 설명 듣고 바로 풀어야 할까요?","실력 쌓는 중엔 문제 풀기 전 직접 먼저 고민해보고, 이후 해설 강의를 듣고 다시 풀어보는 경험이 중요합니다.",영어,공통,line932
학습 루틴(공부습관)은 어떻게 만들어야 하나요?,"매일 정해진 시간에 공부, 파트별 목표 설정, 열품타/플래너 등 기록 활용으로 루틴을 잡아가고, 주말엔 공부량을 늘려보세요.",학습법,공통,line933
영어 단어/강의/데일리테스트의 권장 공부량은?,"평일엔 파트별 강의 1개, 단어 day 2개+테스트, 주말엔 강의 2개 이상+단어량을 늘려서 반복하세요.",영어,문과,line934
"영어 단어 뜻 구분, 논리 문제 등 약점 파트는 어떻게 극복할 수 있나요?","반복적으로 약점 문제를 모아 오답 노트를 만들고, 개념 설명 강의와 기출문제 풀이로 약점을 보완하세요.",영어,문과,line935
학원 재등록이나 추가 등록 관련 궁금증이 있을 때 어떻게 해야 하나요?,"담당 선생님에게 문자/카톡 등으로 문의하거나, 추가 등록비용 결제 및 재등록 안내에 따라 진행하면 됩니다.",커리큘럼,공통,line936
진도 밀렸을 때 회복 방법이 궁금해요.,"하루 2~3강씩 강의 진도를 당겨서 듣고, 1~2주간은 집중적으로 공부량을 늘리며 따라잡으세요.",학습법,문과,line937
편입 준비 장기전에서 동기부여를 유지하는 방법이 궁금해요.,"중간중간 성취감을 느낄 수 있는 작은 목표를 세우고, 합격 후 캠퍼스 생활 등 구체적인 목표를 상상하며 꾸준히 루틴을 지키는 것이 중요합니다.",학습법,공통,line938
"정병권 T패스 강좌, 전부 다 신청해야 하나요?","문법 101~301만 신청하고, 어휘 101~301은 파일로 받으면 됩니다.",커리큘럼,문과,line939
"정병권T 교재 구매, 어떤 순서로 하면 되나요?","우선 문법 101교재, 문법 201/301 pdf, 어휘 101~301 파일 순으로 준비하세요.",커리큘럼,문과,line940
교재 배송 전까지 공부는 어떻게 해야 하나요?,"교재 오기 전엔 단어 외우기에 집중하고, 강의 OT를 들어두면 좋습니다.",학습법,공통,line941
mvp 단어장은 하루에 얼마씩 외우면 되나요?,하루 2챕터(또는 day 2개) 외우는 것이 기본입니다. 주말·여유시 양을 더 늘리는 것도 좋습니다.,영어,문과,line942
"영어 단어, 한 번에 다 외워야 하나요?","첫 회독은 50%만 목표로 반복, 점차 70→80%로 늘리면 충분히 암기할 수 있습니다.",영어,공통,line943
영어 단어 암기법에 정답이 있나요?,"어근, 연상법 등 방법보다 반복 회독이 가장 중요하며, 많이 보면 어느 순간 외워집니다.",영어,공통,line944
"강의 진도(문법, 논리, 독해)는 어떻게 나가야 하나요?","문법/논리는 101, 201, 301 순서로, 각 과정마다 교재와 인강을 병행하며 진도를 나가면 됩니다.",커리큘럼,문과,line945
"문법/논리/독해 강의, 언제까지 끝내야 하나요?","문법 301까지는 상반기(6월), 논리·단독·장독 101은 4~5월, 201, 301은 6월~7월까지 완료하는 것이 이상적입니다.",커리큘럼,문과,line946
각 과목별 강의 듣는 순서와 주의점이 궁금해요.,"문법 101~301, 논리 101, 단독 101, 장독 101 순으로 교재를 배송 타이밍에 맞춰 신청하면 됩니다.",커리큘럼,문과,line947
모의고사는 언제부터 응시하는 게 좋나요?,"단어 외우는 단계라도, 문과 학생은 김영 모의고사 등 반드시 응시해 실전 감각을 쌓는 게 좋습니다.",시험준비,문과,line948
강의가 어렵거나 진도가 느릴 때 대처법은?,"강의는 배속 재생을 활용, 단어는 무리하게 모두 외우려 하기보다 반복 회독으로 자연스럽게 익히세요.",학습법,공통,line949
"단어/강의 분량이 부족한지, 많은지 판단 기준은?","하루 공부량이 부족하다고 느껴지면 단어 챕터/강의 개수 늘리면 되고, 버겁다면 조절해서 자신에게 맞추면 됩니다.",학습법,공통,line950
"어휘/독해가 특히 어렵다고 느껴지는데, 대처법은?","단어/독해는 단기간에 오르기 어렵지만 꾸준히 문제풀이, 반복 암기로 반드시 성장하니 포기하지 말고 계속 시도하세요.",영어,문과,line951
단어/강의 루틴은 어떻게 잡는 게 좋은가요?,"평일: 강의 1~2개, 단어 day 2개. 주말: 강의·단어량 모두 20~30% 더 늘려 반복하세요.",학습법,공통,line952
여러 단어장을 어떻게 회독·암기해야 하나요?,"mvp/정병권 단어장 101·201·301을 1회독 후, 부족한 단어장은 챕터별로 한 번 더 반복해 외우면 효과적입니다.",영어,문과,line953
문제를 풀 때 모르는 단어가 많아도 괜찮나요?,"모르는 단어는 오답노트로 정리하고, 반복적으로 외우다 보면 문제풀이 실력이 점차 늘어납니다.",영어,공통,line954
정병권 강사님 단어장은 얼마나 외워야 하나요?,"101, 201, 301 세 권만 마스터하면 단어는 충분합니다. 첫 회독 목표는 50% 암기, 이후 101/301을 하루에 1챕터씩 반복 학습을 추천합니다.",영어,이과,line955
영어 단어를 외울 때 동의어나 유사어도 다 외워야 하나요?,"첫 회독은 표제어 위주로 외우고, 두 번째부터 동의어, 유사어까지 넓혀가는 방식이 좋습니다. 시험 전까지 여러 번 반복 학습이 필요합니다.",영어,공통,line956
보카바이블과 정병권 단어장 중 뭐가 더 쉬운가요?,"보카바이블이 상대적으로 쉽고, 정병권 단어장은 더 어렵지만 시험에 더 도움이 됩니다. 두 단어장 모두 반복해서 봐야 합니다.",영어,공통,line957
